t,o,h,l,c,v,datetime_utc
1788449460,4507.68,4507.72,4504.36,4504.47,868.0,2026-09-03 15:31:00
1788449520,4504.45,4504.72,4501.4,4502.65,738.0,2026-09-03 15:32:00
1788449580,4502.66,4503.37,4500.23,4500.41,850.0,2026-09-03 15:33:00
1788449640,4500.39,4503.55,4499.92,4503.21,731.0,2026-09-03 15:34:00
1788449700,4503.22,4504.92,4502.02,4502.02,825.0,2026-09-03 15:35:00
1788449760,4502.05,4503.03,4501.16,4501.47,741.0,2026-09-03 15:36:00
1788449820,4501.48,4502.97,4500.43,4501.51,784.0,2026-09-03 15:37:00
1788449880,4501.52,4501.68,4497.72,4497.72,818.0,2026-09-03 15:38:00
1788449940,4497.71,4497.86,4495.46,4496.73,839.0,2026-09-03 15:39:00
1788450000,4496.74,4498.53,4496.66,4496.96,762.0,2026-09-03 15:40:00
1788450060,4496.95,4497.47,4495.68,4497.14,626.0,2026-09-03 15:41:00
1788450120,4497.19,4497.3,4495.78,4496.7,637.0,2026-09-03 15:42:00
1788450180,4496.68,4497.98,4496.13,4496.22,665.0,2026-09-03 15:43:00
1788450240,4496.26,4496.74,4494.95,4495.05,592.0,2026-09-03 15:44:00
1788450300,4495.06,4495.63,4491.71,4493.15,718.0,2026-09-03 15:45:00
1788450360,4493.17,4493.23,4490.12,4492.06,793.0,2026-09-03 15:46:00
1788450420,4491.99,4491.99,4490.2,4490.27,584.0,2026-09-03 15:47:00
1788450480,4490.26,4490.26,4488.61,4488.93,600.0,2026-09-03 15:48:00
1788450540,4488.95,4489.14,4487.68,4488.54,730.0,2026-09-03 15:49:00
1788450600,4488.52,4490.09,4487.46,4489.84,686.0,2026-09-03 15:50:00
1788450660,4489.83,4491.49,4488.65,4489.6,755.0,2026-09-03 15:51:00
1788450720,4489.59,4490.92,4489.02,4490.29,663.0,2026-09-03 15:52:00
1788450780,4490.3,4491.76,4489.45,4491.58,620.0,2026-09-03 15:53:00
1788450840,4491.59,4492.14,4490.0,4490.45,708.0,2026-09-03 15:54:00
1788450900,4490.46,4490.5,4488.94,4489.78,604.0,2026-09-03 15:55:00
1788450960,4489.77,4491.22,4489.12,4490.12,601.0,2026-09-03 15:56:00
1788451020,4490.11,4491.2,4486.21,4488.15,758.0,2026-09-03 15:57:00
1788451080,4488.14,4491.38,4488.05,4491.26,563.0,2026-09-03 15:58:00
1788451140,4491.28,4493.36,4491.15,4493.22,592.0,2026-09-03 15:59:00
1788451200,4493.26,4493.56,4490.63,4491.33,685.0,2026-09-03 16:00:00
1788451260,4491.34,4492.1,4490.5,4491.96,564.0,2026-09-03 16:01:00
1788451320,4491.96,4493.05,4491.44,4492.45,553.0,2026-09-03 16:02:00
1788451380,4492.44,4492.89,4490.38,4492.11,673.0,2026-09-03 16:03:00
1788451440,4492.12,4492.52,4490.65,4490.7,578.0,2026-09-03 16:04:00
1788451500,4490.75,4490.96,4489.33,4489.78,657.0,2026-09-03 16:05:00
1788451560,4489.77,4489.98,4487.7,4489.28,681.0,2026-09-03 16:06:00
1788451620,4489.28,4491.9,4489.28,4491.85,577.0,2026-09-03 16:07:00
1788451680,4491.85,4493.16,4491.41,4492.34,620.0,2026-09-03 16:08:00
1788451740,4492.35,4492.8,4491.92,4492.26,590.0,2026-09-03 16:09:00
1788451800,4492.26,4494.51,4492.21,4494.44,573.0,2026-09-03 16:10:00
1788451860,4494.43,4494.77,4493.11,4494.57,514.0,2026-09-03 16:11:00
1788451920,4494.58,4495.5,4493.8,4494.12,610.0,2026-09-03 16:12:00
1788451980,4494.12,4495.09,4492.68,4492.76,583.0,2026-09-03 16:13:00
1788452040,4492.78,4493.98,4492.78,4493.97,496.0,2026-09-03 16:14:00
1788452100,4493.96,4494.73,4492.77,4493.64,548.0,2026-09-03 16:15:00
1788452160,4493.65,4494.5,4492.86,4494.08,519.0,2026-09-03 16:16:00
1788452220,4494.06,4494.76,4493.56,4494.13,435.0,2026-09-03 16:17:00
1788452280,4494.12,4494.12,4491.36,4491.91,506.0,2026-09-03 16:18:00
1788452340,4491.93,4493.93,4491.71,4493.76,508.0,2026-09-03 16:19:00
1788452400,4493.8,4494.29,4492.29,4492.34,462.0,2026-09-03 16:20:00
1788452460,4492.34,4493.53,4491.91,4491.91,390.0,2026-09-03 16:21:00
1788452520,4491.84,4492.51,4491.16,4491.19,463.0,2026-09-03 16:22:00
1788452580,4491.2,4493.27,4491.06,4492.94,473.0,2026-09-03 16:23:00
1788452640,4492.98,4493.37,4492.15,4492.98,523.0,2026-09-03 16:24:00
1788452700,4492.99,4493.71,4492.52,4492.52,561.0,2026-09-03 16:25:00
1788452760,4492.5,4493.1,4491.45,4491.63,588.0,2026-09-03 16:26:00
1788452820,4491.66,4493.06,4490.61,4493.06,547.0,2026-09-03 16:27:00
1788452880,4493.07,4494.41,4492.7,4493.27,640.0,2026-09-03 16:28:00
1788452940,4493.28,4493.48,4491.86,4493.35,640.0,2026-09-03 16:29:00
1788453000,4493.38,4495.59,4492.97,4495.08,639.0,2026-09-03 16:30:00
1788453060,4495.08,4495.19,4492.85,4492.94,608.0,2026-09-03 16:31:00
1788453120,4492.93,4492.94,4489.46,4490.86,607.0,2026-09-03 16:32:00
1788453180,4490.87,4492.17,4490.58,4491.97,433.0,2026-09-03 16:33:00
1788453240,4492.0,4492.03,4490.55,4490.84,440.0,2026-09-03 16:34:00
1788453300,4490.83,4491.03,4489.97,4490.81,455.0,2026-09-03 16:35:00
1788453360,4490.83,4491.71,4490.6,4491.46,536.0,2026-09-03 16:36:00
1788453420,4491.44,4491.64,4490.62,4490.89,542.0,2026-09-03 16:37:00
1788453480,4490.89,4491.79,4490.59,4491.78,556.0,2026-09-03 16:38:00
1788453540,4491.81,4491.87,4490.12,4491.26,533.0,2026-09-03 16:39:00
1788453600,4491.24,4491.37,4489.0,4489.16,480.0,2026-09-03 16:40:00
1788453660,4489.18,4489.6,4487.95,4488.73,520.0,2026-09-03 16:41:00
1788453720,4488.71,4488.9,4487.98,4488.04,417.0,2026-09-03 16:42:00
1788453780,4488.04,4488.75,4486.79,4487.53,516.0,2026-09-03 16:43:00
1788453840,4487.54,4488.27,4487.54,4487.96,463.0,2026-09-03 16:44:00
1788453900,4487.95,4489.73,4487.75,4489.69,483.0,2026-09-03 16:45:00
1788453960,4489.7,4491.12,4489.7,4490.14,474.0,2026-09-03 16:46:00
1788454020,4490.13,4490.47,4489.31,4489.7,481.0,2026-09-03 16:47:00
1788454080,4489.7,4489.71,4487.37,4487.49,530.0,2026-09-03 16:48:00
1788454140,4487.5,4489.1,4487.5,4488.88,399.0,2026-09-03 16:49:00
1788454200,4488.86,4490.25,4488.33,4489.0,422.0,2026-09-03 16:50:00
1788454260,4488.99,4488.99,4486.78,4487.16,541.0,2026-09-03 16:51:00
1788454320,4487.15,4487.22,4485.58,4486.82,481.0,2026-09-03 16:52:00
1788454380,4486.83,4488.07,4486.83,4487.18,463.0,2026-09-03 16:53:00
1788454440,4487.2,4488.0,4486.83,4487.23,467.0,2026-09-03 16:54:00
1788454500,4487.23,4488.28,4487.16,4487.93,396.0,2026-09-03 16:55:00
1788454560,4487.92,4488.66,4486.7,4487.24,471.0,2026-09-03 16:56:00
1788454620,4487.25,4487.65,4486.97,4487.17,330.0,2026-09-03 16:57:00
1788454680,4487.1,4487.34,4486.63,4486.73,378.0,2026-09-03 16:58:00
1788454740,4486.75,4486.88,4485.84,4486.24,460.0,2026-09-03 16:59:00
1788454800,4486.26,4487.56,4484.17,4484.17,627.0,2026-09-03 17:00:00
1788454860,4484.15,4486.39,4484.1,4486.11,502.0,2026-09-03 17:01:00
1788454920,4486.12,4486.13,4483.68,4483.75,561.0,2026-09-03 17:02:00
1788454980,4483.75,4484.58,4483.32,4484.58,559.0,2026-09-03 17:03:00
1788455040,4484.62,4487.58,4484.54,4487.17,522.0,2026-09-03 17:04:00
1788455100,4487.18,4488.45,4486.67,4488.36,452.0,2026-09-03 17:05:00
1788455160,4488.37,4488.68,4487.26,4488.56,506.0,2026-09-03 17:06:00
1788455220,4488.54,4488.79,4487.44,4488.46,480.0,2026-09-03 17:07:00
1788455280,4488.45,4488.81,4486.18,4486.2,397.0,2026-09-03 17:08:00
1788455340,4486.2,4486.75,4485.82,4486.03,398.0,2026-09-03 17:09:00
1788455400,4486.01,4487.51,4485.9,4487.37,405.0,2026-09-03 17:10:00
1788455460,4487.38,4487.4,4485.77,4486.16,390.0,2026-09-03 17:11:00
1788455520,4486.16,4487.72,4486.01,4487.08,453.0,2026-09-03 17:12:00
1788455580,4487.12,4487.33,4486.79,4486.83,414.0,2026-09-03 17:13:00
1788455640,4486.83,4488.34,4486.45,4487.95,451.0,2026-09-03 17:14:00
1788455700,4487.93,4488.28,4486.45,4487.46,549.0,2026-09-03 17:15:00
1788455760,4487.47,4487.83,4485.46,4485.48,421.0,2026-09-03 17:16:00
1788455820,4485.51,4486.84,4485.23,4486.43,474.0,2026-09-03 17:17:00
1788455880,4486.4,4487.47,4486.08,4487.17,391.0,2026-09-03 17:18:00
1788455940,4487.16,4487.7,4486.83,4487.65,338.0,2026-09-03 17:19:00
1788456000,4487.69,4489.19,4487.07,4488.38,415.0,2026-09-03 17:20:00
1788456060,4488.37,4489.77,4488.12,4488.87,453.0,2026-09-03 17:21:00
1788456120,4488.85,4490.59,4488.84,4489.82,490.0,2026-09-03 17:22:00
1788456180,4489.78,4491.41,4489.73,4491.05,409.0,2026-09-03 17:23:00
1788456240,4490.95,4491.4,4490.24,4490.9,643.0,2026-09-03 17:24:00
1788456300,4490.89,4491.02,4489.77,4490.74,476.0,2026-09-03 17:25:00
1788456360,4490.74,4491.4,4490.21,4490.4,488.0,2026-09-03 17:26:00
1788456420,4490.4,4490.96,4490.25,4490.59,361.0,2026-09-03 17:27:00
1788456480,4490.6,4492.25,4490.6,4490.94,510.0,2026-09-03 17:28:00
1788456540,4490.93,4493.8,4490.72,4492.95,775.0,2026-09-03 17:29:00
1788456600,4492.97,4494.04,4492.07,4493.6,609.0,2026-09-03 17:30:00
1788456660,4493.6,4493.68,4491.93,4493.26,479.0,2026-09-03 17:31:00
1788456720,4493.26,4493.42,4491.39,4491.67,477.0,2026-09-03 17:32:00
1788456780,4491.68,4491.75,4490.93,4491.66,378.0,2026-09-03 17:33:00
1788456840,4491.69,4492.18,4491.59,4491.83,332.0,2026-09-03 17:34:00
1788456900,4491.85,4493.56,4491.57,4493.55,383.0,2026-09-03 17:35:00
1788456960,4493.55,4494.13,4492.31,4492.96,486.0,2026-09-03 17:36:00
1788457020,4492.97,4493.82,4492.15,4492.75,427.0,2026-09-03 17:37:00
1788457080,4492.74,4493.47,4492.51,4493.33,325.0,2026-09-03 17:38:00
1788457140,4493.41,4494.04,4492.81,4493.1,355.0,2026-09-03 17:39:00
1788457200,4493.1,4493.63,4492.85,4493.25,258.0,2026-09-03 17:40:00
1788457260,4493.27,4493.51,4492.64,4492.66,329.0,2026-09-03 17:41:00
1788457320,4492.64,4492.64,4491.89,4491.89,334.0,2026-09-03 17:42:00
1788457380,4491.9,4493.02,4491.9,4492.53,313.0,2026-09-03 17:43:00
1788457440,4492.53,4492.89,4491.96,4491.98,272.0,2026-09-03 17:44:00
1788457500,4491.99,4493.05,4491.44,4492.81,404.0,2026-09-03 17:45:00
1788457560,4492.82,4493.46,4492.33,4493.46,368.0,2026-09-03 17:46:00
1788457620,4493.48,4494.72,4493.05,4493.27,381.0,2026-09-03 17:47:00
1788457680,4493.28,4493.29,4491.48,4491.66,335.0,2026-09-03 17:48:00
1788457740,4491.69,4491.98,4491.02,4491.48,363.0,2026-09-03 17:49:00
1788457800,4491.49,4491.51,4490.09,4490.65,345.0,2026-09-03 17:50:00
1788457860,4490.66,4490.76,4488.63,4489.11,349.0,2026-09-03 17:51:00
1788457920,4489.12,4489.16,4488.43,4488.83,323.0,2026-09-03 17:52:00
1788457980,4488.84,4490.38,4488.74,4490.38,292.0,2026-09-03 17:53:00
1788458040,4490.39,4490.39,4489.72,4490.14,291.0,2026-09-03 17:54:00
1788458100,4490.12,4490.62,4488.6,4488.79,382.0,2026-09-03 17:55:00
1788458160,4488.81,4488.86,4487.71,4488.09,333.0,2026-09-03 17:56:00
1788458220,4488.11,4488.67,4487.77,4487.89,337.0,2026-09-03 17:57:00
1788458280,4487.89,4488.83,4487.89,4488.48,259.0,2026-09-03 17:58:00
1788458340,4488.5,4488.7,4486.52,4486.67,343.0,2026-09-03 17:59:00
1788458400,4486.65,4488.66,4486.65,4487.55,517.0,2026-09-03 18:00:00
1788458460,4487.51,4489.05,4487.43,4488.45,518.0,2026-09-03 18:01:00
1788458520,4488.46,4489.83,4488.27,4488.28,422.0,2026-09-03 18:02:00
1788458580,4488.26,4489.64,4487.79,4488.38,423.0,2026-09-03 18:03:00
1788458640,4488.39,4489.56,4488.39,4489.39,289.0,2026-09-03 18:04:00
1788458700,4489.38,4489.38,4484.8,4485.18,505.0,2026-09-03 18:05:00
1788458760,4485.18,4486.26,4484.64,4485.2,410.0,2026-09-03 18:06:00
1788458820,4485.18,4486.02,4484.98,4485.96,424.0,2026-09-03 18:07:00
1788458880,4485.95,4486.78,4485.39,4486.5,474.0,2026-09-03 18:08:00
1788458940,4486.53,4488.79,4486.51,4488.34,455.0,2026-09-03 18:09:00
1788459000,4488.36,4489.26,4485.89,4486.42,487.0,2026-09-03 18:10:00
1788459060,4486.43,4487.29,4485.74,4487.08,410.0,2026-09-03 18:11:00
1788459120,4487.1,4487.13,4485.35,4485.47,377.0,2026-09-03 18:12:00
1788459180,4485.46,4486.32,4484.89,4485.99,467.0,2026-09-03 18:13:00
1788459240,4485.91,4486.28,4484.05,4484.05,330.0,2026-09-03 18:14:00
1788459300,4484.02,4485.88,4484.01,4485.87,446.0,2026-09-03 18:15:00
1788459360,4485.87,4486.2,4485.36,4485.65,378.0,2026-09-03 18:16:00
1788459420,4485.64,4486.43,4485.21,4485.28,385.0,2026-09-03 18:17:00
1788459480,4485.29,4486.2,4485.19,4486.11,341.0,2026-09-03 18:18:00
1788459540,4486.12,4486.78,4485.92,4486.42,340.0,2026-09-03 18:19:00
1788459600,4486.42,4487.37,4486.42,4486.46,364.0,2026-09-03 18:20:00
1788459660,4486.44,4488.18,4486.42,4487.47,378.0,2026-09-03 18:21:00
1788459720,4487.49,4487.57,4485.88,4486.08,330.0,2026-09-03 18:22:00
1788459780,4486.08,4486.16,4483.06,4483.1,408.0,2026-09-03 18:23:00
1788459840,4483.11,4483.91,4482.15,4483.67,436.0,2026-09-03 18:24:00
1788459900,4483.65,4483.74,4482.65,4483.59,403.0,2026-09-03 18:25:00
1788459960,4483.59,4484.19,4482.9,4483.66,479.0,2026-09-03 18:26:00
1788460020,4483.67,4484.61,4483.41,4483.96,439.0,2026-09-03 18:27:00
1788460080,4483.94,4484.42,4481.03,4481.21,658.0,2026-09-03 18:28:00
1788460140,4481.23,4481.46,4479.82,4479.83,525.0,2026-09-03 18:29:00
1788460200,4479.82,4480.59,4478.63,4478.74,528.0,2026-09-03 18:30:00
1788460260,4478.74,4478.77,4476.11,4476.3,635.0,2026-09-03 18:31:00
1788460320,4476.33,4478.35,4476.01,4478.09,613.0,2026-09-03 18:32:00
1788460380,4478.12,4478.25,4477.1,4478.03,510.0,2026-09-03 18:33:00
1788460440,4478.0,4479.32,4477.9,4479.31,450.0,2026-09-03 18:34:00
1788460500,4479.31,4480.59,4478.81,4480.04,539.0,2026-09-03 18:35:00
1788460560,4480.04,4481.99,4480.02,4481.88,407.0,2026-09-03 18:36:00
1788460620,4481.88,4481.99,4481.28,4481.69,363.0,2026-09-03 18:37:00
1788460680,4481.68,4482.88,4481.51,4481.95,298.0,2026-09-03 18:38:00
1788460740,4481.95,4482.55,4481.37,4482.53,323.0,2026-09-03 18:39:00
1788460800,4482.54,4482.67,4482.03,4482.5,345.0,2026-09-03 18:40:00
1788460860,4482.51,4482.79,4481.47,4481.63,292.0,2026-09-03 18:41:00
1788460920,4481.63,4482.37,4481.47,4482.05,354.0,2026-09-03 18:42:00
1788460980,4482.06,4482.06,4481.28,4481.86,273.0,2026-09-03 18:43:00
1788461040,4481.85,4482.09,4480.78,4481.61,327.0,2026-09-03 18:44:00
1788461100,4481.59,4482.66,4481.18,4481.41,434.0,2026-09-03 18:45:00
1788461160,4481.42,4482.08,4481.42,4481.83,348.0,2026-09-03 18:46:00
1788461220,4481.81,4482.77,4481.75,4482.31,301.0,2026-09-03 18:47:00
1788461280,4482.33,4482.43,4478.01,4478.01,471.0,2026-09-03 18:48:00
1788461340,4478.04,4479.27,4477.77,4478.84,468.0,2026-09-03 18:49:00
1788461400,4478.83,4478.96,4477.46,4477.86,547.0,2026-09-03 18:50:00
1788461460,4477.87,4479.35,4477.72,4478.67,471.0,2026-09-03 18:51:00
1788461520,4478.67,4479.29,4478.34,4478.81,403.0,2026-09-03 18:52:00
1788461580,4478.8,4478.83,4476.26,4476.3,429.0,2026-09-03 18:53:00
1788461640,4476.31,4476.44,4475.55,4475.57,481.0,2026-09-03 18:54:00
1788461700,4475.59,4475.93,4474.11,4475.9,616.0,2026-09-03 18:55:00
1788461760,4475.89,4476.42,4474.26,4474.7,431.0,2026-09-03 18:56:00
