t,o,h,l,c,v,datetime_utc
1788432480,4425.71,4425.84,4424.86,4425.22,201.0,2026-09-03 10:48:00
1788432540,4425.17,4425.17,4424.27,4424.72,325.0,2026-09-03 10:49:00
1788432600,4424.72,4425.27,4424.26,4424.66,296.0,2026-09-03 10:50:00
1788432660,4424.67,4426.22,4424.55,4426.2,307.0,2026-09-03 10:51:00
1788432720,4426.21,4426.69,4425.96,4426.68,233.0,2026-09-03 10:52:00
1788432780,4426.66,4428.17,4426.55,4427.76,394.0,2026-09-03 10:53:00
1788432840,4427.77,4428.08,4427.12,4428.08,292.0,2026-09-03 10:54:00
1788432900,4428.09,4428.33,4427.46,4428.12,366.0,2026-09-03 10:55:00
1788432960,4428.12,4428.6,4427.49,4428.33,310.0,2026-09-03 10:56:00
1788433020,4428.32,4428.32,4427.23,4427.47,354.0,2026-09-03 10:57:00
1788433080,4427.45,4427.9,4426.99,4427.85,299.0,2026-09-03 10:58:00
1788433140,4427.85,4428.28,4427.37,4427.37,347.0,2026-09-03 10:59:00
1788433200,4427.26,4429.26,4426.83,4427.22,663.0,2026-09-03 11:00:00
1788433260,4427.18,4427.21,4425.15,4425.75,503.0,2026-09-03 11:01:00
1788433320,4425.8,4426.54,4425.24,4426.5,403.0,2026-09-03 11:02:00
1788433380,4426.51,4427.6,4426.38,4426.4,468.0,2026-09-03 11:03:00
1788433440,4426.37,4427.1,4425.64,4426.43,438.0,2026-09-03 11:04:00
1788433500,4426.41,4427.45,4426.39,4427.34,329.0,2026-09-03 11:05:00
1788433560,4427.33,4427.35,4426.24,4427.01,335.0,2026-09-03 11:06:00
1788433620,4427.02,4427.75,4426.57,4427.25,336.0,2026-09-03 11:07:00
1788433680,4427.24,4430.15,4425.95,4429.48,581.0,2026-09-03 11:08:00
1788433740,4429.5,4431.16,4429.28,4430.84,699.0,2026-09-03 11:09:00
1788433800,4430.81,4430.97,4430.19,4430.35,523.0,2026-09-03 11:10:00
1788433860,4430.34,4432.48,4430.2,4431.8,498.0,2026-09-03 11:11:00
1788433920,4431.8,4432.71,4431.74,4432.43,350.0,2026-09-03 11:12:00
1788433980,4432.41,4432.43,4431.34,4431.38,476.0,2026-09-03 11:13:00
1788434040,4431.4,4432.84,4431.2,4432.77,376.0,2026-09-03 11:14:00
1788434100,4432.75,4435.56,4432.48,4434.17,605.0,2026-09-03 11:15:00
1788434160,4434.16,4434.84,4433.9,4434.29,471.0,2026-09-03 11:16:00
1788434220,4434.28,4434.8,4433.56,4434.36,433.0,2026-09-03 11:17:00
1788434280,4434.4,4438.13,4433.23,4435.21,800.0,2026-09-03 11:18:00
1788434340,4435.24,4435.29,4433.99,4434.37,611.0,2026-09-03 11:19:00
1788434400,4434.38,4434.74,4431.68,4431.85,478.0,2026-09-03 11:20:00
1788434460,4431.84,4432.84,4431.31,4432.09,426.0,2026-09-03 11:21:00
1788434520,4432.1,4432.3,4430.9,4431.68,348.0,2026-09-03 11:22:00
1788434580,4431.67,4431.83,4430.94,4431.07,400.0,2026-09-03 11:23:00
1788434640,4431.11,4431.47,4430.8,4431.4,333.0,2026-09-03 11:24:00
1788434700,4431.39,4432.53,4430.44,4432.47,536.0,2026-09-03 11:25:00
1788434760,4432.48,4435.3,4432.4,4433.33,550.0,2026-09-03 11:26:00
1788434820,4433.36,4433.52,4432.17,4432.17,365.0,2026-09-03 11:27:00
1788434880,4432.18,4433.25,4432.07,4433.25,349.0,2026-09-03 11:28:00
1788434940,4433.26,4434.75,4432.68,4434.45,404.0,2026-09-03 11:29:00
1788435000,4434.51,4435.56,4432.94,4433.01,481.0,2026-09-03 11:30:00
1788435060,4433.04,4433.5,4426.7,4431.38,872.0,2026-09-03 11:31:00
1788435120,4431.39,4433.15,4431.04,4432.45,466.0,2026-09-03 11:32:00
1788435180,4432.46,4434.06,4432.46,4433.93,364.0,2026-09-03 11:33:00
1788435240,4433.94,4434.77,4433.86,4434.4,343.0,2026-09-03 11:34:00
1788435300,4434.41,4435.33,4434.34,4434.57,360.0,2026-09-03 11:35:00
1788435360,4434.59,4436.91,4434.59,4436.29,426.0,2026-09-03 11:36:00
1788435420,4436.3,4436.5,4434.69,4434.94,389.0,2026-09-03 11:37:00
1788435480,4434.96,4436.01,4434.8,4436.01,363.0,2026-09-03 11:38:00
1788435540,4436.02,4436.43,4435.75,4435.79,289.0,2026-09-03 11:39:00
1788435600,4435.79,4438.85,4435.61,4438.52,405.0,2026-09-03 11:40:00
1788435660,4438.49,4438.5,4437.13,4437.54,291.0,2026-09-03 11:41:00
1788435720,4437.54,4439.12,4437.33,4438.67,318.0,2026-09-03 11:42:00
1788435780,4438.71,4439.34,4438.4,4439.16,319.0,2026-09-03 11:43:00
1788435840,4439.19,4439.2,4438.24,4438.82,321.0,2026-09-03 11:44:00
1788435900,4438.83,4440.71,4438.24,4440.63,389.0,2026-09-03 11:45:00
1788435960,4440.71,4440.76,4439.06,4439.37,473.0,2026-09-03 11:46:00
1788436020,4439.37,4439.4,4438.49,4438.74,345.0,2026-09-03 11:47:00
1788436080,4438.73,4438.77,4436.77,4438.15,487.0,2026-09-03 11:48:00
1788436140,4438.15,4439.46,4437.7,4439.26,493.0,2026-09-03 11:49:00
1788436200,4439.28,4439.71,4438.15,4438.59,436.0,2026-09-03 11:50:00
1788436260,4438.65,4440.79,4438.62,4439.52,373.0,2026-09-03 11:51:00
1788436320,4439.51,4441.87,4439.48,4441.05,459.0,2026-09-03 11:52:00
1788436380,4441.06,4441.19,4439.01,4439.42,370.0,2026-09-03 11:53:00
1788436440,4439.44,4440.53,4439.43,4440.16,308.0,2026-09-03 11:54:00
1788436500,4440.17,4441.44,4439.8,4440.84,416.0,2026-09-03 11:55:00
1788436560,4440.84,4442.16,4440.82,4441.69,333.0,2026-09-03 11:56:00
1788436620,4441.67,4445.97,4441.45,4443.45,450.0,2026-09-03 11:57:00
1788436680,4443.43,4444.48,4443.19,4444.0,422.0,2026-09-03 11:58:00
1788436740,4444.0,4444.59,4443.68,4444.26,379.0,2026-09-03 11:59:00
1788436800,4444.25,4444.6,4441.2,4443.98,672.0,2026-09-03 12:00:00
1788436860,4443.99,4445.66,4443.41,4444.3,564.0,2026-09-03 12:01:00
1788436920,4444.33,4445.81,4443.77,4445.57,520.0,2026-09-03 12:02:00
1788436980,4445.59,4448.23,4445.59,4447.27,658.0,2026-09-03 12:03:00
1788437040,4447.27,4448.6,4446.96,4448.35,601.0,2026-09-03 12:04:00
1788437100,4448.36,4448.85,4447.73,4448.85,513.0,2026-09-03 12:05:00
1788437160,4448.85,4449.02,4445.73,4446.03,503.0,2026-09-03 12:06:00
1788437220,4446.03,4446.3,4445.1,4445.65,588.0,2026-09-03 12:07:00
1788437280,4445.67,4447.03,4445.67,4446.47,500.0,2026-09-03 12:08:00
1788437340,4446.47,4448.76,4445.88,4448.75,519.0,2026-09-03 12:09:00
1788437400,4448.76,4450.22,4448.47,4450.14,614.0,2026-09-03 12:10:00
1788437460,4450.13,4450.2,4446.73,4446.89,523.0,2026-09-03 12:11:00
1788437520,4446.89,4447.08,4444.16,4444.56,557.0,2026-09-03 12:12:00
1788437580,4444.55,4445.4,4443.36,4444.53,540.0,2026-09-03 12:13:00
1788437640,4444.54,4444.89,4443.97,4443.97,463.0,2026-09-03 12:14:00
1788437700,4443.85,4444.57,4443.6,4444.0,485.0,2026-09-03 12:15:00
1788437760,4443.99,4443.99,4440.98,4441.78,628.0,2026-09-03 12:16:00
1788437820,4441.79,4442.99,4440.86,4442.73,490.0,2026-09-03 12:17:00
1788437880,4442.71,4443.65,4441.96,4442.77,546.0,2026-09-03 12:18:00
1788437940,4442.77,4443.37,4441.32,4441.43,520.0,2026-09-03 12:19:00
1788438000,4441.42,4441.98,4437.88,4438.86,821.0,2026-09-03 12:20:00
1788438060,4438.87,4441.38,4438.59,4440.89,628.0,2026-09-03 12:21:00
1788438120,4440.94,4442.8,4439.88,4441.99,638.0,2026-09-03 12:22:00
1788438180,4441.93,4446.05,4441.91,4446.03,691.0,2026-09-03 12:23:00
1788438240,4446.04,4449.17,4446.04,4446.7,670.0,2026-09-03 12:24:00
1788438300,4446.68,4449.08,4446.18,4447.15,619.0,2026-09-03 12:25:00
1788438360,4447.16,4449.0,4447.07,4448.46,555.0,2026-09-03 12:26:00
1788438420,4448.42,4448.88,4447.43,4448.4,478.0,2026-09-03 12:27:00
1788438480,4448.37,4448.67,4446.99,4447.4,467.0,2026-09-03 12:28:00
1788438540,4447.41,4447.68,4446.47,4447.02,441.0,2026-09-03 12:29:00
1788438600,4446.65,4466.96,4446.65,4451.91,718.0,2026-09-03 12:30:00
1788438660,4451.61,4461.03,4450.49,4460.59,1081.0,2026-09-03 12:31:00
1788438720,4460.58,4464.26,4458.06,4464.25,1429.0,2026-09-03 12:32:00
1788438780,4464.24,4469.82,4464.11,4468.34,1593.0,2026-09-03 12:33:00
1788438840,4468.31,4469.91,4464.15,4467.94,1576.0,2026-09-03 12:34:00
1788438900,4467.93,4469.87,4464.89,4466.26,1537.0,2026-09-03 12:35:00
1788438960,4466.21,4466.41,4459.85,4461.95,1473.0,2026-09-03 12:36:00
1788439020,4462.01,4470.26,4461.5,4469.51,1451.0,2026-09-03 12:37:00
1788439080,4469.49,4478.82,4468.33,4478.47,1704.0,2026-09-03 12:38:00
1788439140,4478.46,4478.46,4474.14,4475.71,1120.0,2026-09-03 12:39:00
1788439200,4475.75,4477.43,4472.98,4474.14,1060.0,2026-09-03 12:40:00
1788439260,4474.12,4474.78,4466.0,4466.79,1150.0,2026-09-03 12:41:00
1788439320,4466.76,4469.52,4465.21,4467.74,1037.0,2026-09-03 12:42:00
1788439380,4467.76,4467.94,4464.92,4467.75,974.0,2026-09-03 12:43:00
1788439440,4467.76,4469.23,4466.97,4467.93,959.0,2026-09-03 12:44:00
1788439500,4467.9,4468.86,4465.63,4467.74,903.0,2026-09-03 12:45:00
1788439560,4467.75,4474.88,4467.74,4474.62,1022.0,2026-09-03 12:46:00
1788439620,4474.6,4477.48,4474.04,4475.4,1016.0,2026-09-03 12:47:00
1788439680,4475.38,4479.58,4475.38,4478.88,983.0,2026-09-03 12:48:00
1788439740,4478.86,4480.33,4477.69,4480.11,921.0,2026-09-03 12:49:00
1788439800,4480.14,4481.73,4479.63,4481.33,853.0,2026-09-03 12:50:00
1788439860,4481.35,4482.37,4479.89,4482.28,945.0,2026-09-03 12:51:00
1788439920,4482.29,4487.04,4482.29,4484.9,995.0,2026-09-03 12:52:00
1788439980,4484.88,4488.0,4484.4,4487.27,1099.0,2026-09-03 12:53:00
1788440040,4487.29,4492.29,4487.29,4491.26,948.0,2026-09-03 12:54:00
1788440100,4491.19,4494.39,4489.97,4493.95,1004.0,2026-09-03 12:55:00
1788440160,4494.07,4494.45,4490.13,4493.05,927.0,2026-09-03 12:56:00
1788440220,4493.05,4494.71,4490.93,4492.32,929.0,2026-09-03 12:57:00
1788440280,4492.26,4495.31,4492.22,4494.56,906.0,2026-09-03 12:58:00
1788440340,4494.57,4495.18,4491.83,4493.62,1032.0,2026-09-03 12:59:00
1788440400,4493.67,4494.31,4489.18,4490.01,1681.0,2026-09-03 13:00:00
1788440460,4490.05,4494.61,4490.03,4490.7,1324.0,2026-09-03 13:01:00
1788440520,4490.67,4491.57,4488.48,4489.94,1283.0,2026-09-03 13:02:00
1788440580,4489.97,4496.04,4489.51,4494.48,1261.0,2026-09-03 13:03:00
1788440640,4494.5,4494.51,4488.38,4490.01,1130.0,2026-09-03 13:04:00
1788440700,4490.06,4493.21,4489.88,4491.69,1022.0,2026-09-03 13:05:00
1788440760,4491.69,4491.69,4486.97,4487.32,972.0,2026-09-03 13:06:00
1788440820,4487.31,4490.57,4486.0,4489.5,928.0,2026-09-03 13:07:00
1788440880,4489.51,4494.0,4489.07,4490.97,989.0,2026-09-03 13:08:00
1788440940,4490.96,4490.98,4487.68,4488.11,815.0,2026-09-03 13:09:00
1788441000,4488.13,4489.32,4485.93,4486.46,798.0,2026-09-03 13:10:00
1788441060,4486.39,4490.32,4485.21,4489.26,912.0,2026-09-03 13:11:00
1788441120,4489.28,4489.35,4486.27,4486.63,867.0,2026-09-03 13:12:00
1788441180,4486.64,4488.92,4484.86,4485.58,892.0,2026-09-03 13:13:00
1788441240,4485.58,4487.47,4485.18,4485.84,1056.0,2026-09-03 13:14:00
1788441300,4485.85,4487.95,4484.99,4486.4,914.0,2026-09-03 13:15:00
1788441360,4486.37,4486.74,4482.57,4483.86,927.0,2026-09-03 13:16:00
1788441420,4483.87,4484.09,4480.46,4480.46,861.0,2026-09-03 13:17:00
1788441480,4480.47,4481.95,4479.37,4481.44,899.0,2026-09-03 13:18:00
1788441540,4481.47,4482.26,4479.31,4479.91,790.0,2026-09-03 13:19:00
1788441600,4479.92,4480.21,4478.54,4479.74,811.0,2026-09-03 13:20:00
1788441660,4479.78,4480.73,4478.67,4479.97,822.0,2026-09-03 13:21:00
1788441720,4479.99,4484.64,4479.88,4482.39,833.0,2026-09-03 13:22:00
1788441780,4482.38,4483.39,4480.48,4482.41,808.0,2026-09-03 13:23:00
1788441840,4482.42,4483.89,4481.85,4483.66,807.0,2026-09-03 13:24:00
1788441900,4483.62,4484.06,4478.18,4478.22,882.0,2026-09-03 13:25:00
1788441960,4478.19,4478.86,4477.03,4477.44,755.0,2026-09-03 13:26:00
1788442020,4477.48,4480.08,4477.48,4479.24,805.0,2026-09-03 13:27:00
1788442080,4479.23,4480.08,4477.88,4478.32,785.0,2026-09-03 13:28:00
1788442140,4478.37,4480.6,4478.14,4479.92,679.0,2026-09-03 13:29:00
1788442200,4479.97,4481.34,4475.53,4477.43,1274.0,2026-09-03 13:30:00
1788442260,4477.41,4478.56,4475.17,4475.29,1223.0,2026-09-03 13:31:00
1788442320,4475.28,4479.7,4474.35,4477.86,1128.0,2026-09-03 13:32:00
1788442380,4477.85,4482.41,4476.77,4481.49,1360.0,2026-09-03 13:33:00
1788442440,4481.5,4481.96,4476.02,4477.63,1105.0,2026-09-03 13:34:00
1788442500,4477.57,4480.05,4477.05,4479.25,1153.0,2026-09-03 13:35:00
1788442560,4479.24,4479.47,4474.61,4475.4,739.0,2026-09-03 13:36:00
1788442620,4475.41,4475.75,4473.61,4474.57,600.0,2026-09-03 13:37:00
1788442680,4474.53,4476.92,4472.56,4474.44,536.0,2026-09-03 13:38:00
1788442740,4474.45,4476.32,4473.54,4474.68,951.0,2026-09-03 13:39:00
1788442800,4474.69,4476.46,4473.92,4475.26,771.0,2026-09-03 13:40:00
1788442860,4475.25,4476.83,4474.7,4475.3,399.0,2026-09-03 13:41:00
1788442920,4472.22,4472.58,4470.79,4471.06,420.0,2026-09-03 13:42:00
1788442980,4471.09,4472.22,4468.98,4469.25,1012.0,2026-09-03 13:43:00
1788443040,4469.24,4470.77,4468.19,4470.1,806.0,2026-09-03 13:44:00
1788443100,4470.11,4470.34,4464.59,4464.73,976.0,2026-09-03 13:45:00
1788443160,4464.76,4467.52,4464.28,4466.58,577.0,2026-09-03 13:46:00
1788443220,4466.58,4466.69,4460.48,4462.11,966.0,2026-09-03 13:47:00
1788443280,4462.1,4462.1,4459.57,4459.95,813.0,2026-09-03 13:48:00
1788443340,4459.95,4460.37,4457.99,4458.25,840.0,2026-09-03 13:49:00
1788443400,4458.24,4459.14,4456.9,4457.96,783.0,2026-09-03 13:50:00
1788443460,4457.95,4461.89,4457.84,4461.79,1010.0,2026-09-03 13:51:00
1788443520,4461.77,4463.37,4458.91,4462.86,989.0,2026-09-03 13:52:00
1788443580,4462.87,4463.39,4460.7,4463.18,983.0,2026-09-03 13:53:00
1788443640,4463.17,4464.87,4461.66,4463.48,944.0,2026-09-03 13:54:00
1788443700,4463.46,4463.6,4460.01,4460.45,927.0,2026-09-03 13:55:00
1788443760,4460.44,4464.43,4460.08,4463.31,970.0,2026-09-03 13:56:00
1788443820,4463.32,4467.84,4463.24,4464.36,2644.0,2026-09-03 13:57:00
1788443880,4464.4,4466.55,4463.86,4466.1,928.0,2026-09-03 13:58:00
1788443940,4466.1,4471.51,4465.85,4470.93,761.0,2026-09-03 13:59:00
1788444000,4470.57,4470.59,4457.25,4465.32,782.0,2026-09-03 14:00:00
1788444060,4465.31,4468.22,4462.78,4464.64,1063.0,2026-09-03 14:01:00
1788444120,4464.59,4466.83,4463.41,4465.45,941.0,2026-09-03 14:02:00
1788444180,4465.46,4469.68,4463.61,4467.19,1316.0,2026-09-03 14:03:00
1788444240,4467.17,4468.67,4464.9,4465.38,1358.0,2026-09-03 14:04:00
1788444300,4465.37,4467.44,4464.51,4467.44,1026.0,2026-09-03 14:05:00
1788444360,4467.43,4470.07,4467.06,4468.39,699.0,2026-09-03 14:06:00
1788444420,4468.45,4472.97,4468.45,4472.29,939.0,2026-09-03 14:07:00
1788444480,4472.27,4473.01,4470.31,4470.91,854.0,2026-09-03 14:08:00
1788444540,4470.89,4471.4,4462.36,4462.66,1019.0,2026-09-03 14:09:00
1788444600,4462.62,4466.01,4462.49,4465.06,983.0,2026-09-03 14:10:00
1788444660,4465.02,4465.65,4461.58,4463.36,846.0,2026-09-03 14:11:00
1788444720,4463.35,4464.71,4461.87,4464.62,992.0,2026-09-03 14:12:00
1788444780,4464.68,4469.63,4464.36,4468.21,962.0,2026-09-03 14:13:00
1788444840,4468.26,4469.71,4465.95,4469.4,1192.0,2026-09-03 14:14:00
1788444900,4469.39,4469.98,4464.57,4466.42,1088.0,2026-09-03 14:15:00
1788444960,4466.43,4471.99,4465.99,4470.93,1043.0,2026-09-03 14:16:00
1788445020,4470.93,4474.89,4470.77,4472.52,1248.0,2026-09-03 14:17:00
1788445080,4472.44,4476.53,4472.42,4475.46,1186.0,2026-09-03 14:18:00
1788445140,4475.45,4476.39,4474.48,4475.3,1045.0,2026-09-03 14:19:00
1788445200,4475.34,4477.46,4473.93,4476.76,1472.0,2026-09-03 14:20:00
1788445260,4476.76,4480.84,4476.38,4479.25,1491.0,2026-09-03 14:21:00
1788445320,4479.25,4480.76,4475.54,4475.66,1172.0,2026-09-03 14:22:00
1788445380,4475.7,4476.56,4472.08,4476.36,1613.0,2026-09-03 14:23:00
1788445440,4476.44,4478.46,4475.25,4475.87,970.0,2026-09-03 14:24:00
1788445500,4476.0,4476.54,4473.41,4475.26,1059.0,2026-09-03 14:25:00
1788445560,4475.26,4475.58,4470.78,4471.1,976.0,2026-09-03 14:26:00
1788445620,4471.09,4474.19,4471.09,4473.3,886.0,2026-09-03 14:27:00
1788445680,4473.3,4474.52,4472.33,4473.66,962.0,2026-09-03 14:28:00
1788445740,4473.64,4478.24,4473.64,4477.48,971.0,2026-09-03 14:29:00
1788445800,4477.43,4479.78,4476.66,4478.58,944.0,2026-09-03 14:30:00
1788445860,4478.59,4479.18,4476.92,4477.34,982.0,2026-09-03 14:31:00
1788445920,4477.34,4478.42,4475.2,4477.16,883.0,2026-09-03 14:32:00
1788445980,4477.13,4478.24,4472.58,4472.66,967.0,2026-09-03 14:33:00
1788446040,4472.65,4473.68,4470.64,4470.85,987.0,2026-09-03 14:34:00
1788446100,4470.83,4473.59,4470.81,4472.64,915.0,2026-09-03 14:35:00
1788446160,4472.65,4473.03,4470.8,4471.45,815.0,2026-09-03 14:36:00
1788446220,4471.45,4471.48,4468.56,4470.49,894.0,2026-09-03 14:37:00
1788446280,4470.5,4474.1,4470.02,4473.75,959.0,2026-09-03 14:38:00
1788446340,4473.76,4473.8,4469.36,4469.52,1007.0,2026-09-03 14:39:00
1788446400,4469.52,4470.37,4466.17,4466.85,938.0,2026-09-03 14:40:00
1788446460,4466.83,4469.52,4466.68,4469.5,800.0,2026-09-03 14:41:00
1788446520,4469.47,4471.88,4469.27,4470.38,807.0,2026-09-03 14:42:00
1788446580,4470.41,4474.73,4469.68,4474.73,730.0,2026-09-03 14:43:00
1788446640,4474.74,4475.02,4472.72,4472.97,688.0,2026-09-03 14:44:00
1788446700,4472.95,4474.85,4472.94,4474.55,805.0,2026-09-03 14:45:00
1788446760,4474.54,4476.47,4473.84,4476.47,758.0,2026-09-03 14:46:00
1788446820,4476.49,4479.7,4476.15,4479.18,745.0,2026-09-03 14:47:00
1788446880,4479.15,4480.1,4475.33,4475.33,781.0,2026-09-03 14:48:00
1788446940,4475.31,4476.47,4473.14,4474.29,850.0,2026-09-03 14:49:00
1788447000,4474.28,4479.37,4474.19,4478.61,823.0,2026-09-03 14:50:00
1788447060,4478.62,4478.77,4476.1,4476.31,485.0,2026-09-03 14:51:00
1788447120,4476.32,4476.87,4475.19,4475.84,728.0,2026-09-03 14:52:00
1788447180,4475.86,4477.17,4475.66,4476.88,585.0,2026-09-03 14:53:00
1788447240,4476.88,4477.13,4475.3,4476.94,802.0,2026-09-03 14:54:00
1788447300,4476.93,4478.84,4476.93,4477.95,707.0,2026-09-03 14:55:00
1788447360,4477.91,4479.62,4470.68,4476.28,586.0,2026-09-03 14:56:00
1788447420,4476.27,4477.04,4475.16,4475.67,457.0,2026-09-03 14:57:00
1788447480,4475.67,4477.69,4475.35,4477.35,536.0,2026-09-03 14:58:00
1788447540,4477.4,4483.01,4477.4,4482.43,836.0,2026-09-03 14:59:00
1788447600,4482.43,4483.51,4481.24,4483.51,625.0,2026-09-03 15:00:00
1788447660,4483.53,4486.27,4482.95,4486.27,625.0,2026-09-03 15:01:00
1788447720,4486.26,4486.27,4485.45,4486.06,138.0,2026-09-03 15:02:00
1788447780,4492.53,4494.83,4492.16,4494.58,655.0,2026-09-03 15:03:00
1788447840,4494.57,4500.35,4494.17,4498.94,1089.0,2026-09-03 15:04:00
1788447900,4498.93,4500.26,4497.38,4499.66,872.0,2026-09-03 15:05:00
1788447960,4499.69,4500.81,4498.23,4498.7,816.0,2026-09-03 15:06:00
1788448020,4498.72,4499.76,4497.67,4499.02,790.0,2026-09-03 15:07:00
1788448080,4499.05,4499.81,4496.79,4498.41,754.0,2026-09-03 15:08:00
1788448140,4498.42,4504.03,4498.42,4502.63,1063.0,2026-09-03 15:09:00
1788448200,4502.64,4502.98,4497.94,4499.18,937.0,2026-09-03 15:10:00
1788448260,4499.19,4499.32,4495.45,4497.02,1301.0,2026-09-03 15:11:00
1788448320,4497.03,4499.9,4496.36,4497.82,1597.0,2026-09-03 15:12:00
1788448380,4497.83,4498.89,4496.35,4497.9,985.0,2026-09-03 15:13:00
1788448440,4497.89,4504.15,4497.89,4503.8,928.0,2026-09-03 15:14:00
1788448500,4503.78,4505.99,4502.76,4503.16,871.0,2026-09-03 15:15:00
1788448560,4503.17,4504.54,4501.83,4503.19,844.0,2026-09-03 15:16:00
1788448620,4503.18,4505.61,4503.14,4505.51,868.0,2026-09-03 15:17:00
1788448680,4505.48,4507.77,4505.1,4507.45,1125.0,2026-09-03 15:18:00
1788448740,4507.44,4510.79,4507.44,4510.35,910.0,2026-09-03 15:19:00
1788448800,4510.35,4510.85,4508.59,4509.4,901.0,2026-09-03 15:20:00
1788448860,4509.41,4509.85,4505.15,4505.15,824.0,2026-09-03 15:21:00
1788448920,4505.16,4506.28,4503.9,4506.28,956.0,2026-09-03 15:22:00
1788448980,4506.29,4507.04,4503.86,4506.9,879.0,2026-09-03 15:23:00
1788449040,4506.88,4508.86,4504.68,4504.78,954.0,2026-09-03 15:24:00
1788449100,4504.72,4506.59,4504.48,4505.57,820.0,2026-09-03 15:25:00
1788449160,4505.56,4508.17,4505.12,4507.24,763.0,2026-09-03 15:26:00
1788449220,4507.22,4507.89,4505.19,4505.88,803.0,2026-09-03 15:27:00
1788449280,4505.87,4505.94,4504.15,4505.12,686.0,2026-09-03 15:28:00
1788449340,4505.13,4507.62,4504.93,4506.63,906.0,2026-09-03 15:29:00
1788449400,4506.6,4509.74,4506.6,4507.66,1015.0,2026-09-03 15:30:00
