t,datetime_utc,datetime_est,o,h,l,c,v
1788431880,2026-09-03 10:38:00,2026-09-03 06:38:00,4423.19,4423.59,4422.33,4423.52,396
1788431940,2026-09-03 10:39:00,2026-09-03 06:39:00,4423.53,4424.87,4423.18,4424.51,362
1788432000,2026-09-03 10:40:00,2026-09-03 06:40:00,4424.52,4425.08,4424.19,4424.85,339
1788432060,2026-09-03 10:41:00,2026-09-03 06:41:00,4424.86,4426.18,4424.57,4425.94,407
1788432120,2026-09-03 10:42:00,2026-09-03 06:42:00,4425.88,4426.03,4425.09,4425.7,345
1788432180,2026-09-03 10:43:00,2026-09-03 06:43:00,4425.7,4426.41,4425.43,4425.71,280
1788432240,2026-09-03 10:44:00,2026-09-03 06:44:00,4425.69,4426.01,4425.03,4425.75,304
1788432300,2026-09-03 10:45:00,2026-09-03 06:45:00,4425.75,4426.7,4425.52,4426.6,362
1788432360,2026-09-03 10:46:00,2026-09-03 06:46:00,4426.6,4426.6,4425.63,4425.79,261
1788432420,2026-09-03 10:47:00,2026-09-03 06:47:00,4425.81,4426.52,4425.51,4425.7,306
1788432480,2026-09-03 10:48:00,2026-09-03 06:48:00,4425.71,4425.84,4424.86,4425.22,201
1788432540,2026-09-03 10:49:00,2026-09-03 06:49:00,4425.17,4425.17,4424.27,4424.72,325
1788432600,2026-09-03 10:50:00,2026-09-03 06:50:00,4424.72,4425.27,4424.26,4424.66,296
1788432660,2026-09-03 10:51:00,2026-09-03 06:51:00,4424.67,4426.22,4424.55,4426.2,307
1788432720,2026-09-03 10:52:00,2026-09-03 06:52:00,4426.21,4426.69,4425.96,4426.68,233
1788432780,2026-09-03 10:53:00,2026-09-03 06:53:00,4426.66,4428.17,4426.55,4427.76,394
1788432840,2026-09-03 10:54:00,2026-09-03 06:54:00,4427.77,4428.08,4427.12,4428.08,292
1788432900,2026-09-03 10:55:00,2026-09-03 06:55:00,4428.09,4428.33,4427.46,4428.12,366
1788432960,2026-09-03 10:56:00,2026-09-03 06:56:00,4428.12,4428.6,4427.49,4428.33,310
1788433020,2026-09-03 10:57:00,2026-09-03 06:57:00,4428.32,4428.32,4427.23,4427.47,354
1788433080,2026-09-03 10:58:00,2026-09-03 06:58:00,4427.45,4427.9,4426.99,4427.85,299
1788433140,2026-09-03 10:59:00,2026-09-03 06:59:00,4427.85,4428.28,4427.37,4427.37,347
1788433200,2026-09-03 11:00:00,2026-09-03 07:00:00,4427.26,4429.26,4426.83,4427.22,663
1788433260,2026-09-03 11:01:00,2026-09-03 07:01:00,4427.18,4427.21,4425.15,4425.75,503
1788433320,2026-09-03 11:02:00,2026-09-03 07:02:00,4425.8,4426.54,4425.24,4426.5,403
1788433380,2026-09-03 11:03:00,2026-09-03 07:03:00,4426.51,4427.6,4426.38,4426.4,468
1788433440,2026-09-03 11:04:00,2026-09-03 07:04:00,4426.37,4427.1,4425.64,4426.43,438
1788433500,2026-09-03 11:05:00,2026-09-03 07:05:00,4426.41,4427.45,4426.39,4427.34,329
1788433560,2026-09-03 11:06:00,2026-09-03 07:06:00,4427.33,4427.35,4426.24,4427.01,335
1788433620,2026-09-03 11:07:00,2026-09-03 07:07:00,4427.02,4427.75,4426.57,4427.25,336
1788433680,2026-09-03 11:08:00,2026-09-03 07:08:00,4427.24,4430.15,4425.95,4429.48,581
1788433740,2026-09-03 11:09:00,2026-09-03 07:09:00,4429.5,4431.16,4429.28,4430.84,699
1788433800,2026-09-03 11:10:00,2026-09-03 07:10:00,4430.81,4430.97,4430.19,4430.35,523
1788433860,2026-09-03 11:11:00,2026-09-03 07:11:00,4430.34,4432.48,4430.2,4431.8,498
1788433920,2026-09-03 11:12:00,2026-09-03 07:12:00,4431.8,4432.71,4431.74,4432.43,350
1788433980,2026-09-03 11:13:00,2026-09-03 07:13:00,4432.41,4432.43,4431.34,4431.38,476
1788434040,2026-09-03 11:14:00,2026-09-03 07:14:00,4431.4,4432.84,4431.2,4432.77,376
1788434100,2026-09-03 11:15:00,2026-09-03 07:15:00,4432.75,4435.56,4432.48,4434.17,605
1788434160,2026-09-03 11:16:00,2026-09-03 07:16:00,4434.16,4434.84,4433.9,4434.29,471
1788434220,2026-09-03 11:17:00,2026-09-03 07:17:00,4434.28,4434.8,4433.56,4434.36,433
1788434280,2026-09-03 11:18:00,2026-09-03 07:18:00,4434.4,4438.13,4433.23,4435.21,800
1788434340,2026-09-03 11:19:00,2026-09-03 07:19:00,4435.24,4435.29,4433.99,4434.37,611
1788434400,2026-09-03 11:20:00,2026-09-03 07:20:00,4434.38,4434.74,4431.68,4431.85,478
1788434460,2026-09-03 11:21:00,2026-09-03 07:21:00,4431.84,4432.84,4431.31,4432.09,426
1788434520,2026-09-03 11:22:00,2026-09-03 07:22:00,4432.1,4432.3,4430.9,4431.68,348
1788434580,2026-09-03 11:23:00,2026-09-03 07:23:00,4431.67,4431.83,4430.94,4431.07,400
1788434640,2026-09-03 11:24:00,2026-09-03 07:24:00,4431.11,4431.47,4430.8,4431.4,333
1788434700,2026-09-03 11:25:00,2026-09-03 07:25:00,4431.39,4432.53,4430.44,4432.47,536
1788434760,2026-09-03 11:26:00,2026-09-03 07:26:00,4432.48,4435.3,4432.4,4433.33,550
1788434820,2026-09-03 11:27:00,2026-09-03 07:27:00,4433.36,4433.52,4432.17,4432.17,365
1788434880,2026-09-03 11:28:00,2026-09-03 07:28:00,4432.18,4433.25,4432.07,4433.25,349
1788434940,2026-09-03 11:29:00,2026-09-03 07:29:00,4433.26,4434.75,4432.68,4434.45,404
1788435000,2026-09-03 11:30:00,2026-09-03 07:30:00,4434.51,4435.56,4432.94,4433.01,481
1788435060,2026-09-03 11:31:00,2026-09-03 07:31:00,4433.04,4433.5,4426.7,4431.38,872
1788435120,2026-09-03 11:32:00,2026-09-03 07:32:00,4431.39,4433.15,4431.04,4432.45,466
1788435180,2026-09-03 11:33:00,2026-09-03 07:33:00,4432.46,4434.06,4432.46,4433.93,364
1788435240,2026-09-03 11:34:00,2026-09-03 07:34:00,4433.94,4434.77,4433.86,4434.4,343
1788435300,2026-09-03 11:35:00,2026-09-03 07:35:00,4434.41,4435.33,4434.34,4434.57,360
1788435360,2026-09-03 11:36:00,2026-09-03 07:36:00,4434.59,4436.91,4434.59,4436.29,426
1788435420,2026-09-03 11:37:00,2026-09-03 07:37:00,4436.3,4436.5,4434.69,4434.94,389
1788435480,2026-09-03 11:38:00,2026-09-03 07:38:00,4434.96,4436.01,4434.8,4436.01,363
1788435540,2026-09-03 11:39:00,2026-09-03 07:39:00,4436.02,4436.43,4435.75,4435.79,289
1788435600,2026-09-03 11:40:00,2026-09-03 07:40:00,4435.79,4438.85,4435.61,4438.52,405
1788435660,2026-09-03 11:41:00,2026-09-03 07:41:00,4438.49,4438.5,4437.13,4437.54,291
1788435720,2026-09-03 11:42:00,2026-09-03 07:42:00,4437.54,4439.12,4437.33,4438.67,318
1788435780,2026-09-03 11:43:00,2026-09-03 07:43:00,4438.71,4439.34,4438.4,4439.16,319
1788435840,2026-09-03 11:44:00,2026-09-03 07:44:00,4439.19,4439.2,4438.24,4438.82,321
1788435900,2026-09-03 11:45:00,2026-09-03 07:45:00,4438.83,4440.71,4438.24,4440.63,389
1788435960,2026-09-03 11:46:00,2026-09-03 07:46:00,4440.71,4440.76,4439.06,4439.37,473
1788436020,2026-09-03 11:47:00,2026-09-03 07:47:00,4439.37,4439.4,4438.49,4438.74,345
1788436080,2026-09-03 11:48:00,2026-09-03 07:48:00,4438.73,4438.77,4436.77,4438.15,487
1788436140,2026-09-03 11:49:00,2026-09-03 07:49:00,4438.15,4439.46,4437.7,4439.26,493
1788436200,2026-09-03 11:50:00,2026-09-03 07:50:00,4439.28,4439.71,4438.15,4438.59,436
1788436260,2026-09-03 11:51:00,2026-09-03 07:51:00,4438.65,4440.79,4438.62,4439.52,373
1788436320,2026-09-03 11:52:00,2026-09-03 07:52:00,4439.51,4441.87,4439.48,4441.05,459
1788436380,2026-09-03 11:53:00,2026-09-03 07:53:00,4441.06,4441.19,4439.01,4439.42,370
1788436440,2026-09-03 11:54:00,2026-09-03 07:54:00,4439.44,4440.53,4439.43,4440.16,308
1788436500,2026-09-03 11:55:00,2026-09-03 07:55:00,4440.17,4441.44,4439.8,4440.84,416
1788436560,2026-09-03 11:56:00,2026-09-03 07:56:00,4440.84,4442.16,4440.82,4441.69,333
1788436620,2026-09-03 11:57:00,2026-09-03 07:57:00,4441.67,4445.97,4441.45,4443.45,450
1788436680,2026-09-03 11:58:00,2026-09-03 07:58:00,4443.43,4444.48,4443.19,4444.0,422
1788436740,2026-09-03 11:59:00,2026-09-03 07:59:00,4444.0,4444.59,4443.68,4444.26,379
1788436800,2026-09-03 12:00:00,2026-09-03 08:00:00,4444.25,4444.6,4441.2,4443.98,672
1788436860,2026-09-03 12:01:00,2026-09-03 08:01:00,4443.99,4445.66,4443.41,4444.3,564
1788436920,2026-09-03 12:02:00,2026-09-03 08:02:00,4444.33,4445.81,4443.77,4445.57,520
1788436980,2026-09-03 12:03:00,2026-09-03 08:03:00,4445.59,4448.23,4445.59,4447.27,658
1788437040,2026-09-03 12:04:00,2026-09-03 08:04:00,4447.27,4448.6,4446.96,4448.35,601
1788437100,2026-09-03 12:05:00,2026-09-03 08:05:00,4448.36,4448.85,4447.73,4448.85,513
1788437160,2026-09-03 12:06:00,2026-09-03 08:06:00,4448.85,4449.02,4445.73,4446.03,503
1788437220,2026-09-03 12:07:00,2026-09-03 08:07:00,4446.03,4446.3,4445.1,4445.65,588
1788437280,2026-09-03 12:08:00,2026-09-03 08:08:00,4445.67,4447.03,4445.67,4446.47,500
1788437340,2026-09-03 12:09:00,2026-09-03 08:09:00,4446.47,4448.76,4445.88,4448.75,519
1788437400,2026-09-03 12:10:00,2026-09-03 08:10:00,4448.76,4450.22,4448.47,4450.14,614
1788437460,2026-09-03 12:11:00,2026-09-03 08:11:00,4450.13,4450.2,4446.73,4446.89,523
1788437520,2026-09-03 12:12:00,2026-09-03 08:12:00,4446.89,4447.08,4444.16,4444.56,557
1788437580,2026-09-03 12:13:00,2026-09-03 08:13:00,4444.55,4445.4,4443.36,4444.53,540
1788437640,2026-09-03 12:14:00,2026-09-03 08:14:00,4444.54,4444.89,4443.97,4443.97,463
1788437700,2026-09-03 12:15:00,2026-09-03 08:15:00,4443.85,4444.57,4443.6,4444.0,485
1788437760,2026-09-03 12:16:00,2026-09-03 08:16:00,4443.99,4443.99,4440.98,4441.78,628
1788437820,2026-09-03 12:17:00,2026-09-03 08:17:00,4441.79,4442.99,4440.86,4442.73,490
1788437880,2026-09-03 12:18:00,2026-09-03 08:18:00,4442.71,4443.65,4441.96,4442.77,546
1788437940,2026-09-03 12:19:00,2026-09-03 08:19:00,4442.77,4443.37,4441.32,4441.43,520
1788438000,2026-09-03 12:20:00,2026-09-03 08:20:00,4441.42,4441.98,4437.88,4438.86,821
1788438060,2026-09-03 12:21:00,2026-09-03 08:21:00,4438.87,4441.38,4438.59,4440.89,628
1788438120,2026-09-03 12:22:00,2026-09-03 08:22:00,4440.94,4442.8,4439.88,4441.99,638
1788438180,2026-09-03 12:23:00,2026-09-03 08:23:00,4441.93,4446.05,4441.91,4446.03,691
1788438240,2026-09-03 12:24:00,2026-09-03 08:24:00,4446.04,4449.17,4446.04,4446.7,670
1788438300,2026-09-03 12:25:00,2026-09-03 08:25:00,4446.68,4449.08,4446.18,4447.15,619
1788438360,2026-09-03 12:26:00,2026-09-03 08:26:00,4447.16,4449.0,4447.07,4448.46,555
1788438420,2026-09-03 12:27:00,2026-09-03 08:27:00,4448.42,4448.88,4447.43,4448.4,478
1788438480,2026-09-03 12:28:00,2026-09-03 08:28:00,4448.37,4448.67,4446.99,4447.4,467
1788438540,2026-09-03 12:29:00,2026-09-03 08:29:00,4447.41,4447.68,4446.47,4447.02,441
1788438600,2026-09-03 12:30:00,2026-09-03 08:30:00,4446.65,4466.96,4446.65,4451.91,718
1788438660,2026-09-03 12:31:00,2026-09-03 08:31:00,4451.61,4461.03,4450.49,4460.59,1081
1788438720,2026-09-03 12:32:00,2026-09-03 08:32:00,4460.58,4464.26,4458.06,4464.25,1429
1788438780,2026-09-03 12:33:00,2026-09-03 08:33:00,4464.24,4469.82,4464.11,4468.34,1593
1788438840,2026-09-03 12:34:00,2026-09-03 08:34:00,4468.31,4469.91,4464.15,4467.94,1576
1788438900,2026-09-03 12:35:00,2026-09-03 08:35:00,4467.93,4469.87,4464.89,4466.26,1537
1788438960,2026-09-03 12:36:00,2026-09-03 08:36:00,4466.21,4466.41,4459.85,4461.95,1473
1788439020,2026-09-03 12:37:00,2026-09-03 08:37:00,4462.01,4470.26,4461.5,4469.51,1451
1788439080,2026-09-03 12:38:00,2026-09-03 08:38:00,4469.49,4478.82,4468.33,4478.47,1704
1788439140,2026-09-03 12:39:00,2026-09-03 08:39:00,4478.46,4478.46,4474.14,4475.71,1120
1788439200,2026-09-03 12:40:00,2026-09-03 08:40:00,4475.75,4477.43,4472.98,4474.14,1060
1788439260,2026-09-03 12:41:00,2026-09-03 08:41:00,4474.12,4474.78,4466.0,4466.79,1150
1788439320,2026-09-03 12:42:00,2026-09-03 08:42:00,4466.76,4469.52,4465.21,4467.74,1037
1788439380,2026-09-03 12:43:00,2026-09-03 08:43:00,4467.76,4467.94,4464.92,4467.75,974
1788439440,2026-09-03 12:44:00,2026-09-03 08:44:00,4467.76,4469.23,4466.97,4467.93,959
1788439500,2026-09-03 12:45:00,2026-09-03 08:45:00,4467.9,4468.86,4465.63,4467.74,903
1788439560,2026-09-03 12:46:00,2026-09-03 08:46:00,4467.75,4474.88,4467.74,4474.62,1022
1788439620,2026-09-03 12:47:00,2026-09-03 08:47:00,4474.6,4477.48,4474.04,4475.4,1016
1788439680,2026-09-03 12:48:00,2026-09-03 08:48:00,4475.38,4479.58,4475.38,4478.88,983
1788439740,2026-09-03 12:49:00,2026-09-03 08:49:00,4478.86,4480.33,4477.69,4480.11,921
1788439800,2026-09-03 12:50:00,2026-09-03 08:50:00,4480.14,4481.73,4479.63,4481.33,853
1788439860,2026-09-03 12:51:00,2026-09-03 08:51:00,4481.35,4482.37,4479.89,4482.28,945
1788439920,2026-09-03 12:52:00,2026-09-03 08:52:00,4482.29,4487.04,4482.29,4484.9,995
1788439980,2026-09-03 12:53:00,2026-09-03 08:53:00,4484.88,4488.0,4484.4,4487.27,1099
1788440040,2026-09-03 12:54:00,2026-09-03 08:54:00,4487.29,4492.29,4487.29,4491.26,948
1788440100,2026-09-03 12:55:00,2026-09-03 08:55:00,4491.19,4494.39,4489.97,4493.95,1004
1788440160,2026-09-03 12:56:00,2026-09-03 08:56:00,4494.07,4494.45,4490.13,4493.05,927
1788440220,2026-09-03 12:57:00,2026-09-03 08:57:00,4493.05,4494.71,4490.93,4492.32,929
1788440280,2026-09-03 12:58:00,2026-09-03 08:58:00,4492.26,4495.31,4492.22,4494.56,906
1788440340,2026-09-03 12:59:00,2026-09-03 08:59:00,4494.57,4495.18,4491.83,4493.62,1032
1788440400,2026-09-03 13:00:00,2026-09-03 09:00:00,4493.67,4494.31,4489.18,4490.01,1681
1788440460,2026-09-03 13:01:00,2026-09-03 09:01:00,4490.05,4494.61,4490.03,4490.7,1324
1788440520,2026-09-03 13:02:00,2026-09-03 09:02:00,4490.67,4491.57,4488.48,4489.94,1283
1788440580,2026-09-03 13:03:00,2026-09-03 09:03:00,4489.97,4496.04,4489.51,4494.48,1261
1788440640,2026-09-03 13:04:00,2026-09-03 09:04:00,4494.5,4494.51,4488.38,4490.01,1130
1788440700,2026-09-03 13:05:00,2026-09-03 09:05:00,4490.06,4493.21,4489.88,4491.69,1022
1788440760,2026-09-03 13:06:00,2026-09-03 09:06:00,4491.69,4491.69,4486.97,4487.32,972
1788440820,2026-09-03 13:07:00,2026-09-03 09:07:00,4487.31,4490.57,4486.0,4489.5,928
1788440880,2026-09-03 13:08:00,2026-09-03 09:08:00,4489.51,4494.0,4489.07,4490.97,989
1788440940,2026-09-03 13:09:00,2026-09-03 09:09:00,4490.96,4490.98,4487.68,4488.11,815
1788441000,2026-09-03 13:10:00,2026-09-03 09:10:00,4488.13,4489.32,4485.93,4486.46,798
1788441060,2026-09-03 13:11:00,2026-09-03 09:11:00,4486.39,4490.32,4485.21,4489.26,912
1788441120,2026-09-03 13:12:00,2026-09-03 09:12:00,4489.28,4489.35,4486.27,4486.63,867
1788441180,2026-09-03 13:13:00,2026-09-03 09:13:00,4486.64,4488.92,4484.86,4485.58,892
1788441240,2026-09-03 13:14:00,2026-09-03 09:14:00,4485.58,4487.47,4485.18,4485.84,1056
1788441300,2026-09-03 13:15:00,2026-09-03 09:15:00,4485.85,4487.95,4484.99,4486.4,914
1788441360,2026-09-03 13:16:00,2026-09-03 09:16:00,4486.37,4486.74,4482.57,4483.86,927
1788441420,2026-09-03 13:17:00,2026-09-03 09:17:00,4483.87,4484.09,4480.46,4480.46,861
1788441480,2026-09-03 13:18:00,2026-09-03 09:18:00,4480.47,4481.95,4479.37,4481.44,899
1788441540,2026-09-03 13:19:00,2026-09-03 09:19:00,4481.47,4482.26,4479.31,4479.91,790
1788441600,2026-09-03 13:20:00,2026-09-03 09:20:00,4479.92,4480.21,4478.54,4479.74,811
1788441660,2026-09-03 13:21:00,2026-09-03 09:21:00,4479.78,4480.73,4478.67,4479.97,822
1788441720,2026-09-03 13:22:00,2026-09-03 09:22:00,4479.99,4484.64,4479.88,4482.39,833
1788441780,2026-09-03 13:23:00,2026-09-03 09:23:00,4482.38,4483.39,4480.48,4482.41,808
1788441840,2026-09-03 13:24:00,2026-09-03 09:24:00,4482.42,4483.89,4481.85,4483.66,807
1788441900,2026-09-03 13:25:00,2026-09-03 09:25:00,4483.62,4484.06,4478.18,4478.22,882
1788441960,2026-09-03 13:26:00,2026-09-03 09:26:00,4478.19,4478.86,4477.03,4477.44,755
1788442020,2026-09-03 13:27:00,2026-09-03 09:27:00,4477.48,4480.08,4477.48,4479.24,805
1788442080,2026-09-03 13:28:00,2026-09-03 09:28:00,4479.23,4480.08,4477.88,4478.32,785
1788442140,2026-09-03 13:29:00,2026-09-03 09:29:00,4478.37,4480.6,4478.14,4479.92,679
1788442200,2026-09-03 13:30:00,2026-09-03 09:30:00,4479.97,4481.34,4475.53,4477.43,1274
1788442260,2026-09-03 13:31:00,2026-09-03 09:31:00,4477.41,4478.56,4475.17,4475.29,1223
1788442320,2026-09-03 13:32:00,2026-09-03 09:32:00,4475.28,4479.7,4474.35,4477.86,1128
1788442380,2026-09-03 13:33:00,2026-09-03 09:33:00,4477.85,4482.41,4476.77,4481.49,1360
1788442440,2026-09-03 13:34:00,2026-09-03 09:34:00,4481.5,4481.96,4476.02,4477.63,1105
1788442500,2026-09-03 13:35:00,2026-09-03 09:35:00,4477.57,4480.05,4477.05,4479.25,1153
1788442560,2026-09-03 13:36:00,2026-09-03 09:36:00,4479.24,4479.47,4474.61,4475.4,739
1788442620,2026-09-03 13:37:00,2026-09-03 09:37:00,4475.41,4475.75,4473.61,4474.57,600
1788442680,2026-09-03 13:38:00,2026-09-03 09:38:00,4474.53,4476.92,4472.56,4474.44,536
1788442740,2026-09-03 13:39:00,2026-09-03 09:39:00,4474.45,4476.32,4473.54,4474.68,951
1788442800,2026-09-03 13:40:00,2026-09-03 09:40:00,4474.69,4476.46,4473.92,4475.26,771
1788442860,2026-09-03 13:41:00,2026-09-03 09:41:00,4475.25,4476.83,4474.7,4475.3,399
1788442920,2026-09-03 13:42:00,2026-09-03 09:42:00,4472.22,4472.58,4470.79,4471.06,420
1788442980,2026-09-03 13:43:00,2026-09-03 09:43:00,4471.09,4472.22,4468.98,4469.25,1012
1788443040,2026-09-03 13:44:00,2026-09-03 09:44:00,4469.24,4470.77,4468.19,4470.1,806
1788443100,2026-09-03 13:45:00,2026-09-03 09:45:00,4470.11,4470.34,4464.59,4464.73,976
1788443160,2026-09-03 13:46:00,2026-09-03 09:46:00,4464.76,4467.52,4464.28,4466.58,577
1788443220,2026-09-03 13:47:00,2026-09-03 09:47:00,4466.58,4466.69,4460.48,4462.11,966
1788443280,2026-09-03 13:48:00,2026-09-03 09:48:00,4462.1,4462.1,4459.57,4459.95,813
1788443340,2026-09-03 13:49:00,2026-09-03 09:49:00,4459.95,4460.37,4457.99,4458.25,840
1788443400,2026-09-03 13:50:00,2026-09-03 09:50:00,4458.24,4459.14,4456.9,4457.96,783
1788443460,2026-09-03 13:51:00,2026-09-03 09:51:00,4457.95,4461.89,4457.84,4461.79,1010
1788443520,2026-09-03 13:52:00,2026-09-03 09:52:00,4461.77,4463.37,4458.91,4462.86,989
1788443580,2026-09-03 13:53:00,2026-09-03 09:53:00,4462.87,4463.39,4460.7,4463.18,983
1788443640,2026-09-03 13:54:00,2026-09-03 09:54:00,4463.17,4464.87,4461.66,4463.48,944
1788443700,2026-09-03 13:55:00,2026-09-03 09:55:00,4463.46,4463.6,4460.01,4460.45,927
1788443760,2026-09-03 13:56:00,2026-09-03 09:56:00,4460.44,4464.43,4460.08,4463.31,970
1788443820,2026-09-03 13:57:00,2026-09-03 09:57:00,4463.32,4467.84,4463.24,4464.36,2644
1788443880,2026-09-03 13:58:00,2026-09-03 09:58:00,4464.4,4466.55,4463.86,4466.1,928
1788443940,2026-09-03 13:59:00,2026-09-03 09:59:00,4466.1,4471.51,4465.85,4470.93,761
1788444000,2026-09-03 14:00:00,2026-09-03 10:00:00,4470.57,4470.59,4457.25,4465.32,782
1788444060,2026-09-03 14:01:00,2026-09-03 10:01:00,4465.31,4468.22,4462.78,4464.64,1063
1788444120,2026-09-03 14:02:00,2026-09-03 10:02:00,4464.59,4466.83,4463.41,4465.45,941
1788444180,2026-09-03 14:03:00,2026-09-03 10:03:00,4465.46,4469.68,4463.61,4467.19,1316
1788444240,2026-09-03 14:04:00,2026-09-03 10:04:00,4467.17,4468.67,4464.9,4465.38,1358
1788444300,2026-09-03 14:05:00,2026-09-03 10:05:00,4465.37,4467.44,4464.51,4467.44,1026
1788444360,2026-09-03 14:06:00,2026-09-03 10:06:00,4467.43,4470.07,4467.06,4468.39,699
1788444420,2026-09-03 14:07:00,2026-09-03 10:07:00,4468.45,4472.97,4468.45,4472.29,939
1788444480,2026-09-03 14:08:00,2026-09-03 10:08:00,4472.27,4473.01,4470.31,4470.91,854
1788444540,2026-09-03 14:09:00,2026-09-03 10:09:00,4470.89,4471.4,4462.36,4462.66,1019
1788444600,2026-09-03 14:10:00,2026-09-03 10:10:00,4462.62,4466.01,4462.49,4465.06,983
1788444660,2026-09-03 14:11:00,2026-09-03 10:11:00,4465.02,4465.65,4461.58,4463.36,846
1788444720,2026-09-03 14:12:00,2026-09-03 10:12:00,4463.35,4464.71,4461.87,4464.62,992
1788444780,2026-09-03 14:13:00,2026-09-03 10:13:00,4464.68,4469.63,4464.36,4468.21,962
1788444840,2026-09-03 14:14:00,2026-09-03 10:14:00,4468.26,4469.71,4465.95,4469.4,1192
1788444900,2026-09-03 14:15:00,2026-09-03 10:15:00,4469.39,4469.98,4464.57,4466.42,1088
1788444960,2026-09-03 14:16:00,2026-09-03 10:16:00,4466.43,4471.99,4465.99,4470.93,1043
1788445020,2026-09-03 14:17:00,2026-09-03 10:17:00,4470.93,4474.89,4470.77,4472.52,1248
1788445080,2026-09-03 14:18:00,2026-09-03 10:18:00,4472.44,4476.53,4472.42,4475.46,1186
1788445140,2026-09-03 14:19:00,2026-09-03 10:19:00,4475.45,4476.39,4474.48,4475.3,1045
1788445200,2026-09-03 14:20:00,2026-09-03 10:20:00,4475.34,4477.46,4473.93,4476.76,1472
1788445260,2026-09-03 14:21:00,2026-09-03 10:21:00,4476.76,4480.84,4476.38,4479.25,1491
