timestamp_utc,epoch_ts,tick_total,tick_in_m1,tick_in_m5,bid,ask,spread_cents,spread_status,tick_delta_cents,tick_direction,disp_m1_cents,disp_m5_cents,tick_vel_per_sec,price_vel_cents_sec,pulse_move_cents,speed_tier,m5_open,m5_high,m5_low,m5_close,m5_ema9,m5_ema21,m5_ema_sep_cents,m5_trend,m5_range_cents,m1_open,m1_high,m1_low,m1_close,m1_elapsed_sec,shield_status,m1_range_cents,m1_body_cents,m1_uwick_cents,m1_lwick_cents,m1_uwick_pct,m1_lwick_pct,opp_wick_pct,wick_gate_status,breakout_trigger,dist_to_trigger_cents,breakout_triggered,recommended_track,active_pos_count,used_margin,margin_buffer,loss_floor_buffer,signal_valid,decision_reason
2026-09-04 21:02:41.798,1788555761.798,77189,80,317,4430.99,4431.07,8.0,PASS_<=10c,+0.0,FLAT,+0.0,+34.0,4.1,+0.00,0.00,SLOW,4430.65,4431.16,4430.60,4430.99,0.00,0.00,0.0,BULLISH,56.0,4430.99,4430.99,4430.99,4430.99,41,CLEARED_>=20s,1.0,0.0,0.0,0.0,0.0,0.0,0.0,PASS_<20%,0.00,0.0,NO,STANDBY_VEL_LOW,0,0.00,4590.00,815.02,FALSE,M1_DIRECTION_MISMATCH
2026-09-04 21:02:42.298,1788555762.298,77190,81,318,4430.99,4431.07,8.0,PASS_<=10c,+0.0,FLAT,+0.0,+34.0,4.1,+0.00,0.00,SLOW,4430.65,4431.16,4430.60,4430.99,0.00,0.00,0.0,BULLISH,56.0,4430.99,4430.99,4430.99,4430.99,42,CLEARED_>=20s,1.0,0.0,0.0,0.0,0.0,0.0,0.0,PASS_<20%,0.00,0.0,NO,STANDBY_VEL_LOW,0,0.00,4590.00,815.02,FALSE,M1_DIRECTION_MISMATCH
2026-09-04 21:02:42.804,1788555762.805,77191,82,319,4430.99,4431.07,8.0,PASS_<=10c,+0.0,FLAT,+0.0,+34.0,4.1,+0.00,0.00,SLOW,4430.65,4431.16,4430.60,4430.99,0.00,0.00,0.0,BULLISH,56.0,4430.99,4430.99,4430.99,4430.99,42,CLEARED_>=20s,1.0,0.0,0.0,0.0,0.0,0.0,0.0,PASS_<20%,0.00,0.0,NO,STANDBY_VEL_LOW,0,0.00,4590.00,815.02,FALSE,M1_DIRECTION_MISMATCH
2026-09-04 21:02:43.328,1788555763.328,77192,83,320,4430.99,4431.07,8.0,PASS_<=10c,+0.0,FLAT,+0.0,+34.0,4.1,+0.00,0.00,SLOW,4430.65,4431.16,4430.60,4430.99,0.00,0.00,0.0,BULLISH,56.0,4430.99,4430.99,4430.99,4430.99,43,CLEARED_>=20s,1.0,0.0,0.0,0.0,0.0,0.0,0.0,PASS_<20%,0.00,0.0,NO,STANDBY_VEL_LOW,0,0.00,4590.00,815.02,FALSE,M1_DIRECTION_MISMATCH
2026-09-04 21:02:43.850,1788555763.851,77193,84,321,4430.99,4431.07,8.0,PASS_<=10c,+0.0,FLAT,+0.0,+34.0,4.1,+0.00,0.00,SLOW,4430.65,4431.16,4430.60,4430.99,0.00,0.00,0.0,BULLISH,56.0,4430.99,4430.99,4430.99,4430.99,43,CLEARED_>=20s,1.0,0.0,0.0,0.0,0.0,0.0,0.0,PASS_<20%,0.00,0.0,NO,STANDBY_VEL_LOW,0,0.00,4590.00,815.02,FALSE,M1_DIRECTION_MISMATCH
2026-09-04 21:02:44.368,1788555764.368,77194,85,322,4430.99,4431.07,8.0,PASS_<=10c,+0.0,FLAT,+0.0,+34.0,4.1,+0.00,0.00,SLOW,4430.65,4431.16,4430.60,4430.99,0.00,0.00,0.0,BULLISH,56.0,4430.99,4430.99,4430.99,4430.99,44,CLEARED_>=20s,1.0,0.0,0.0,0.0,0.0,0.0,0.0,PASS_<20%,0.00,0.0,NO,STANDBY_VEL_LOW,0,0.00,4590.00,815.02,FALSE,M1_DIRECTION_MISMATCH
2026-09-04 21:02:44.939,1788555764.939,77195,86,323,4430.99,4431.07,8.0,PASS_<=10c,+0.0,FLAT,+0.0,+34.0,4.1,+0.00,0.00,SLOW,4430.65,4431.16,4430.60,4430.99,0.00,0.00,0.0,BULLISH,56.0,4430.99,4430.99,4430.99,4430.99,44,CLEARED_>=20s,1.0,0.0,0.0,0.0,0.0,0.0,0.0,PASS_<20%,0.00,0.0,NO,STANDBY_VEL_LOW,0,0.00,4590.00,815.02,FALSE,M1_DIRECTION_MISMATCH
2026-09-04 21:02:45.442,1788555765.443,77196,87,324,4430.99,4431.07,8.0,PASS_<=10c,+0.0,FLAT,+0.0,+34.0,4.1,+0.00,0.00,SLOW,4430.65,4431.16,4430.60,4430.99,0.00,0.00,0.0,BULLISH,56.0,4430.99,4430.99,4430.99,4430.99,45,CLEARED_>=20s,1.0,0.0,0.0,0.0,0.0,0.0,0.0,PASS_<20%,0.00,0.0,NO,STANDBY_VEL_LOW,0,0.00,4590.00,815.02,FALSE,M1_DIRECTION_MISMATCH
2026-09-04 21:02:46.131,1788555766.132,77197,88,325,4430.99,4431.07,8.0,PASS_<=10c,+0.0,FLAT,+0.0,+34.0,4.0,+0.00,0.00,SLOW,4430.65,4431.16,4430.60,4430.99,0.00,0.00,0.0,BULLISH,56.0,4430.99,4430.99,4430.99,4430.99,46,CLEARED_>=20s,1.0,0.0,0.0,0.0,0.0,0.0,0.0,PASS_<20%,0.00,0.0,NO,STANDBY_VEL_LOW,0,0.00,4590.00,815.02,FALSE,M1_DIRECTION_MISMATCH
2026-09-04 21:02:47.259,1788555767.259,77198,89,326,4430.99,4431.07,8.0,PASS_<=10c,+0.0,FLAT,+0.0,+34.0,3.8,+0.00,0.00,SLOW,4430.65,4431.16,4430.60,4430.99,0.00,0.00,0.0,BULLISH,56.0,4430.99,4430.99,4430.99,4430.99,47,CLEARED_>=20s,1.0,0.0,0.0,0.0,0.0,0.0,0.0,PASS_<20%,0.00,0.0,NO,STANDBY_VEL_LOW,0,0.00,4590.00,815.02,FALSE,M1_DIRECTION_MISMATCH
2026-09-04 21:02:47.946,1788555767.947,77199,90,327,4430.99,4431.07,8.0,PASS_<=10c,+0.0,FLAT,+0.0,+34.0,3.8,+0.00,0.00,SLOW,4430.65,4431.16,4430.60,4430.99,0.00,0.00,0.0,BULLISH,56.0,4430.99,4430.99,4430.99,4430.99,47,CLEARED_>=20s,1.0,0.0,0.0,0.0,0.0,0.0,0.0,PASS_<20%,0.00,0.0,NO,STANDBY_VEL_LOW,0,0.00,4590.00,815.02,FALSE,M1_DIRECTION_MISMATCH
2026-09-04 21:02:48.499,1788555768.500,77200,91,328,4430.99,4431.07,8.0,PASS_<=10c,+0.0,FLAT,+0.0,+34.0,3.8,+0.00,0.00,SLOW,4430.65,4431.16,4430.60,4430.99,0.00,0.00,0.0,BULLISH,56.0,4430.99,4430.99,4430.99,4430.99,48,CLEARED_>=20s,1.0,0.0,0.0,0.0,0.0,0.0,0.0,PASS_<20%,0.00,0.0,NO,STANDBY_VEL_LOW,0,0.00,4590.00,815.02,FALSE,M1_DIRECTION_MISMATCH
2026-09-04 21:02:49.189,1788555769.189,77201,92,329,4430.99,4431.07,8.0,PASS_<=10c,+0.0,FLAT,+0.0,+34.0,3.8,+0.00,0.00,SLOW,4430.65,4431.16,4430.60,4430.99,0.00,0.00,0.0,BULLISH,56.0,4430.99,4430.99,4430.99,4430.99,49,CLEARED_>=20s,1.0,0.0,0.0,0.0,0.0,0.0,0.0,PASS_<20%,0.00,0.0,NO,STANDBY_VEL_LOW,0,0.00,4590.00,815.02,FALSE,M1_DIRECTION_MISMATCH
