timestamp_utc,epoch_ts,event_type,order_id,position_id,track_id,side,qty_lots,trigger_price,fill_price,exit_price,slippage_cents,initial_sl,active_sl,tp_price,market_spread_cents,tick_vel_at_event,trade_duration_sec,ticks_during_trade,gross_pnl,broker_fee,net_pnl,balance,loss_floor_buffer,reason
2026-09-04 21:28:22.338,1788557302.338,ORDER_FILLED,360287970300000003,360287970300000005,A,BUY,0.10,4432.23,4432.23,0.00,+0.0,4432.03,4432.03,4434.15,8.0,0.0,0.00,0,0.00,0.00,0.00,4775.66,75.66,INITIAL_FILL
2026-09-04 21:28:22.340,1788557302.340,POSITION_CLOSED_WIN_TP,360287970300000009,360287970300000005,A,BUY,0.10,4432.23,4432.23,4434.15,+0.0,4433.23,4433.23,4434.15,0.0,0.0,0.00,0,19.20,0.70,18.50,4794.16,94.16,WIN_TP
2026-09-04 21:41:49.633,1788558109.634,ORDER_FILLED,360287970300000008,360287970300000016,A,SELL,0.10,4467.01,4467.01,0.00,+0.0,4467.13,4467.13,4465.01,8.0,0.0,0.00,0,0.00,0.00,0.00,4775.66,75.66,INITIAL_FILL
2026-09-04 21:41:49.637,1788558109.637,POSITION_CLOSED_STOP_LOSS,360287970300000020,360287970300000016,A,SELL,0.10,4467.01,4467.01,4467.13,+0.0,4467.13,4467.13,4465.01,0.0,0.0,0.00,0,-1.20,0.70,-1.90,4773.76,73.76,STOP_LOSS
2026-09-04 21:41:50.123,1788558110.124,ORDER_FILLED,360287970300000027,360287970300000034,A,SELL,0.10,4468.93,4468.93,0.00,+0.0,4469.05,4469.05,4466.93,8.0,0.0,0.00,0,0.00,0.00,0.00,4773.76,73.76,INITIAL_FILL
2026-09-04 21:41:50.145,1788558110.146,POSITION_CLOSED_BE_PROTECTED,360287970300000042,360287970300000034,A,SELL,0.10,4468.93,4468.93,4468.88,+0.0,4468.88,4468.88,4466.93,0.0,0.0,0.00,0,0.50,0.70,-0.20,4773.56,73.56,BE_PROTECTED
2026-09-04 21:41:51.157,1788558111.157,ORDER_FILLED,360287970300000046,360287970300000055,A,SELL,0.10,4470.30,4470.30,0.00,+0.0,4470.42,4470.42,4468.30,8.0,0.0,0.00,0,0.00,0.00,0.00,4773.56,73.56,INITIAL_FILL
2026-09-04 21:41:51.159,1788558111.159,POSITION_CLOSED_WIN_TP,360287970300000062,360287970300000055,A,SELL,0.10,4470.30,4470.30,4468.30,+0.0,4469.30,4469.30,4468.30,0.0,0.0,0.00,0,20.00,0.70,19.30,4792.86,92.86,WIN_TP
2026-09-04 21:41:51.234,1788558111.234,ORDER_FILLED,360287970300000066,360287970300000075,A,SELL,0.10,4468.13,4468.13,0.00,+0.0,4468.25,4468.25,4466.13,8.0,0.0,0.00,0,0.00,0.00,0.00,4792.86,92.86,INITIAL_FILL
2026-09-04 21:41:51.239,1788558111.239,POSITION_CLOSED_STOP_LOSS,360287970300000077,360287970300000075,A,SELL,0.10,4468.13,4468.13,4468.25,+0.0,4468.25,4468.25,4466.13,0.0,0.0,0.00,0,-1.20,0.70,-1.90,4790.96,90.96,STOP_LOSS
